condition,scenario_id,seed,difficulty,expected_fault_id,detector_triggered,proposed_fault_id,diagnosis_correct,expected_action,proposed_action,expected_action_match,diagnosis_and_expected_action,expected_document_id,retrieved_document_ids,proposed_evidence_document_id,expected_evidence_match,call_success,call_error,parse_success,parse_error,done_reason,unsafe_or_unknown_proposal,safety_decision,safety_allowed,safety_reason,end_to_end_success,latency_seconds,generation_tokens_per_second,eval_count,prompt_eval_count,rationale
llm_no_rag,transmitter_power_anomaly-distractor-seed-4401,4401,distractor,transmitter_power_anomaly,True,transmitter_power_anomaly,True,increase_logging,increase_logging,True,True,manual-communications-transmitter-power,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,17.201914100005524,5.43680682919424,77,240,"The communications telemetry indicates a degraded link power margin and reflected power, suggesting a potential issue with the transmitter. Increasing logging will provide more detailed data to diagnose the root cause without introducing additional risk."
llm_no_rag,sensor_stuck_value-distractor-seed-4401,4401,distractor,sensor_stuck_value,True,sensor_stuck_value,True,collect_more_telemetry,request_subsystem_status,False,False,manual-instrument-sensor-stuck,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,19.924861299994518,5.4789629913724,93,250,"The telemetry indicates a sensor value that is repeated with zero variance, suggesting a potential sensor failure or stuck value. The redundant sensor delta and peer channel changing further support this. Requesting subsystem status will help determine if the sensor is functioning correctly and identify any related anomalies."
llm_no_rag,battery_undervoltage-partial-seed-4401,4401,partial,battery_undervoltage,True,battery_undervoltage,True,request_subsystem_status,increase_logging,False,False,manual-power-battery-undervoltage,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,16.16130140000314,5.936481325994818,85,225,"The battery bus voltage is at 22.19 V with a reduced bus margin, indicating a potential undervoltage condition. Increasing logging will provide more detailed data to confirm the anomaly and support further analysis without introducing risk."
llm_no_rag,thermal_overtemperature-partial-seed-4401,4401,partial,thermal_overtemperature,True,thermal_overtemperature,True,collect_more_telemetry,increase_logging,False,False,manual-thermal-overtemperature,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,17.75323319999734,5.262587121659925,84,220,"The thermal telemetry indicates a component temperature of 87.4 C with a decreasing thermal margin, which suggests a potential thermal overtemperature event. Increasing logging will provide more detailed data to help diagnose the root cause without introducing additional risk."
llm_no_rag,reaction_wheel_saturation-partial-seed-4401,4401,partial,reaction_wheel_saturation,True,reaction_wheel_saturation,True,request_subsystem_status,increase_logging,False,False,manual-attitude-reaction-wheel-saturation,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,20.129091199996765,4.8390928744263615,83,222,"The telemetry indicates reaction wheel speed is at 5854 rpm with a momentum reserve low, suggesting potential reaction wheel saturation. Increasing logging will provide more detailed data to confirm the anomaly and support further analysis without introducing risk."
llm_no_rag,star_tracker_dropout-partial-seed-4401,4401,partial,star_tracker_dropout,True,star_tracker_dropout,True,run_read_only_diagnostic,request_subsystem_status,False,False,manual-guidance-star-tracker-dropout,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,20.38394739999785,5.1030410053426545,89,223,"The guidance telemetry indicates that the star tracker solution is invalid, with multiple invalid attitude solutions reported. This points to a potential star tracker dropout. Requesting the subsystem status will help determine the current health and status of the star tracker without introducing further risk."
llm_no_rag,transmitter_power_anomaly-partial-seed-4401,4401,partial,transmitter_power_anomaly,True,transmitter_power_anomaly,True,increase_logging,increase_logging,True,True,manual-communications-transmitter-power,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,18.9184949999908,5.254058760392403,84,222,"The communications telemetry indicates degraded link power margin and RF output power is at 4.06 W, which may suggest a transmitter power anomaly. Increasing logging will provide more detailed data to confirm the issue without introducing additional risk."
llm_no_rag,sensor_stuck_value-partial-seed-4401,4401,partial,sensor_stuck_value,True,sensor_stuck_value,True,collect_more_telemetry,request_subsystem_status,False,False,manual-instrument-sensor-stuck,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,19.103596299988567,5.190004841533088,84,232,"The telemetry indicates a sensor value that is repeated with a significant delta between redundant sensors, suggesting a potential sensor fault. Requesting subsystem status will help determine if the sensor is functioning correctly or if there is a deeper issue."
llm_no_rag,battery_undervoltage-clean-seed-4402,4402,clean,battery_undervoltage,True,battery_undervoltage,True,request_subsystem_status,increase_logging,False,False,manual-power-battery-undervoltage,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,20.873228299999028,5.028293368736988,90,234,"The battery bus voltage is 22.61 V with a state of charge of 20.1%, indicating a potential undervoltage condition. Increasing logging will provide more detailed data to confirm the anomaly and support further analysis without introducing risk."
llm_no_rag,thermal_overtemperature-clean-seed-4402,4402,clean,thermal_overtemperature,True,thermal_overtemperature,True,collect_more_telemetry,increase_logging,False,False,manual-thermal-overtemperature,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,17.02066909999121,5.341834304704355,75,230,"The thermal telemetry indicates a rising component temperature with a decreasing thermal margin, suggesting a potential thermal overtemperature event. Increasing logging will provide more detailed data to assess the situation without introducing additional risk."
llm_no_rag,reaction_wheel_saturation-clean-seed-4402,4402,clean,reaction_wheel_saturation,True,reaction_wheel_saturation,True,request_subsystem_status,increase_logging,False,False,manual-attitude-reaction-wheel-saturation,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,19.632072200009134,4.49055169960197,75,231,"The telemetry indicates reaction wheel speed is near or at saturation levels, with momentum reserve low. Increasing logging will provide more detailed data to confirm the anomaly and support further analysis without introducing risk."
llm_no_rag,star_tracker_dropout-clean-seed-4402,4402,clean,star_tracker_dropout,True,star_tracker_dropout,True,run_read_only_diagnostic,request_subsystem_status,False,False,manual-guidance-star-tracker-dropout,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,21.576298999993014,5.133698532037818,95,229,"The guidance telemetry indicates that the star tracker solution is invalid, with only one tracked star and multiple invalid attitude solutions, suggesting a star tracker dropout. Requesting the subsystem status is a low-risk diagnostic step to gather more information about the star tracker's current state without introducing further risk."
llm_no_rag,transmitter_power_anomaly-clean-seed-4402,4402,clean,transmitter_power_anomaly,True,transmitter_power_anomaly,True,increase_logging,increase_logging,True,True,manual-communications-transmitter-power,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,18.969908099999884,4.570482633574703,73,231,"The communications telemetry indicates a degraded link power margin, which may be related to transmitter power issues. Increasing logging will provide more detailed data to diagnose the anomaly without introducing risk."
llm_no_rag,sensor_stuck_value-clean-seed-4402,4402,clean,sensor_stuck_value,True,sensor_stuck_value,True,collect_more_telemetry,request_subsystem_status,False,False,manual-instrument-sensor-stuck,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,22.129015400001663,4.647789469550399,89,240,"The telemetry indicates a sensor value that is repeated with zero variance and a significant redundant sensor delta, suggesting a potential sensor failure or stuck value. Requesting the subsystem status will help determine the health and status of the affected sensor without introducing further risk."
llm_no_rag,battery_undervoltage-distractor-seed-4402,4402,distractor,battery_undervoltage,True,battery_undervoltage,True,request_subsystem_status,increase_logging,False,False,manual-power-battery-undervoltage,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,23.75189670000691,4.258021386493053,88,244,"The battery state of charge is at 17.5%, which is low, and the bus margin has been reduced. Increasing logging will help capture more detailed data to better understand the cause of the low state of charge and any related anomalies."
llm_no_rag,thermal_overtemperature-distractor-seed-4402,4402,distractor,thermal_overtemperature,True,thermal_overtemperature,True,collect_more_telemetry,increase_logging,False,False,manual-thermal-overtemperature,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,25.61457540000265,4.4696964098115055,101,241,"The thermal telemetry indicates a component temperature of 87.8°C with a rising slope of 2.12°C/min, and the thermal margin is decreasing. This suggests a potential thermal overtemperature event. Increasing logging will provide more detailed data to confirm the trend and identify the root cause without introducing additional risk."
llm_no_rag,reaction_wheel_saturation-distractor-seed-4402,4402,distractor,reaction_wheel_saturation,True,reaction_wheel_saturation,True,request_subsystem_status,increase_logging,False,False,manual-attitude-reaction-wheel-saturation,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,17.261258600003202,6.190383267731685,88,242,"The reaction wheel speed is at 5744 rpm with a commanded torque of 0.084 and a momentum reserve low indication, suggesting potential reaction wheel saturation. Increasing logging will provide more detailed data for further analysis without introducing risk."
llm_no_rag,star_tracker_dropout-distractor-seed-4402,4402,distractor,star_tracker_dropout,True,star_tracker_dropout,True,run_read_only_diagnostic,request_subsystem_status,False,False,manual-guidance-star-tracker-dropout,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,18.703033500001766,5.969536186725059,94,239,"The guidance telemetry indicates that the star tracker solution is invalid, with a low number of tracked stars and degraded attitude quality. This points to a potential star tracker dropout. Requesting the subsystem status will help determine the current health and status of the star tracker without introducing further risk."
llm_no_rag,transmitter_power_anomaly-distractor-seed-4402,4402,distractor,transmitter_power_anomaly,True,transmitter_power_anomaly,True,increase_logging,increase_logging,True,True,manual-communications-transmitter-power,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,16.582798600007663,5.654159445680894,77,242,"The communications telemetry indicates a degraded link power margin and reflected power, suggesting a potential issue with the transmitter. Increasing logging will provide more detailed data to diagnose the root cause without introducing additional risk."
llm_no_rag,sensor_stuck_value-distractor-seed-4402,4402,distractor,sensor_stuck_value,True,sensor_stuck_value,True,collect_more_telemetry,request_subsystem_status,False,False,manual-instrument-sensor-stuck,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,20.16993380000349,5.409342702625107,93,250,"The telemetry indicates a sensor value that is repeated with zero variance, suggesting a potential sensor failure or stuck value. The redundant sensor delta and peer channel changing further support this. Requesting subsystem status will help determine if the sensor is functioning correctly and identify any related anomalies."
llm_no_rag,battery_undervoltage-partial-seed-4402,4402,partial,battery_undervoltage,True,battery_undervoltage,True,request_subsystem_status,increase_logging,False,False,manual-power-battery-undervoltage,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,17.17216400000325,5.545545302603444,85,225,"The battery bus voltage is at 22.68 V with a reduced bus margin, indicating a potential undervoltage condition. Increasing logging will provide more detailed data to confirm the anomaly and support further analysis without introducing risk."
llm_no_rag,thermal_overtemperature-partial-seed-4402,4402,partial,thermal_overtemperature,True,thermal_overtemperature,True,collect_more_telemetry,increase_logging,False,False,manual-thermal-overtemperature,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,17.34248760000628,5.4647724693763795,85,220,"The thermal telemetry indicates a component temperature of 90.8 C with a decreasing thermal margin, which is a strong indicator of a thermal overtemperature event. Increasing logging will provide more detailed data to assess the situation without introducing additional risk."
llm_no_rag,reaction_wheel_saturation-partial-seed-4402,4402,partial,reaction_wheel_saturation,True,reaction_wheel_saturation,True,request_subsystem_status,increase_logging,False,False,manual-attitude-reaction-wheel-saturation,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,17.02976029999263,5.881960671510142,83,222,"The reaction wheel speed is at 5910 rpm with a momentum reserve low indication, suggesting potential reaction wheel saturation. Increasing logging will provide more detailed telemetry data to confirm the anomaly and support further analysis without introducing risk."
llm_no_rag,star_tracker_dropout-partial-seed-4402,4402,partial,star_tracker_dropout,True,star_tracker_dropout,True,run_read_only_diagnostic,request_subsystem_status,False,False,manual-guidance-star-tracker-dropout,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,18.51504470000509,5.69892623905382,89,223,"The guidance telemetry indicates that the star tracker solution is invalid, with multiple invalid attitude solutions reported. This points to a potential star tracker dropout. Requesting the subsystem status will help determine the current health and status of the star tracker without introducing further risk."
llm_no_rag,transmitter_power_anomaly-partial-seed-4402,4402,partial,transmitter_power_anomaly,True,transmitter_power_anomaly,True,increase_logging,increase_logging,True,True,manual-communications-transmitter-power,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,18.073369699995965,5.536189875495044,84,222,"The communications telemetry indicates degraded link power margin and RF output power is at 3.77 W, which may suggest a transmitter power anomaly. Increasing logging will provide more detailed data to confirm the issue without introducing additional risk."
llm_no_rag,sensor_stuck_value-partial-seed-4402,4402,partial,sensor_stuck_value,True,sensor_stuck_value,True,collect_more_telemetry,request_subsystem_status,False,False,manual-instrument-sensor-stuck,,none,False,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,False,18.475241899999673,5.401117529796326,84,232,"The telemetry indicates a sensor value that is repeated with a significant delta between redundant sensors, suggesting a potential sensor fault. Requesting subsystem status will help determine if the sensor is functioning correctly or if there is a deeper issue."
karzoun_x_full,battery_undervoltage-clean-seed-4401,4401,clean,battery_undervoltage,True,battery_undervoltage,True,request_subsystem_status,request_subsystem_status,True,True,manual-power-battery-undervoltage,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,manual-power-battery-undervoltage,True,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,24.56173379998654,5.589651567516858,108,397,"The battery bus voltage is below nominal (22.47 V with 15.5% state of charge), and the evidence document 'manual-power-battery-undervoltage' directly supports this diagnosis. The recommended action is to request subsystem status to confirm the condition without further intervention."
karzoun_x_full,thermal_overtemperature-clean-seed-4401,4401,clean,thermal_overtemperature,True,thermal_overtemperature,True,collect_more_telemetry,collect_more_telemetry,True,True,manual-thermal-overtemperature,manual-thermal-overtemperature;manual-communications-transmitter-power;manual-instrument-sensor-stuck,manual-thermal-overtemperature,True,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,23.412277099996572,5.659903850872194,103,385,"The telemetry indicates elevated component temperature (86.4 C) and a rising thermal trend (1.79 C/min), which aligns with the symptoms described in the thermal overtemperature manual. The recommended next step is to collect more telemetry to confirm the trend and assess the thermal margin."
karzoun_x_full,reaction_wheel_saturation-clean-seed-4401,4401,clean,reaction_wheel_saturation,True,reaction_wheel_saturation,True,request_subsystem_status,request_subsystem_status,True,True,manual-attitude-reaction-wheel-saturation,manual-attitude-reaction-wheel-saturation;manual-communications-transmitter-power;manual-guidance-star-tracker-dropout,manual-attitude-reaction-wheel-saturation,True,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,19.755003899990697,5.981343159419708,87,401,"The attitude telemetry indicates high reaction wheel speed with persistent commanded torque, which aligns with the definition of reaction wheel saturation. The retrieved evidence explicitly recommends requesting subsystem status as the preferred next step."
karzoun_x_full,star_tracker_dropout-clean-seed-4401,4401,clean,star_tracker_dropout,True,star_tracker_dropout,True,run_read_only_diagnostic,run_read_only_diagnostic,True,True,manual-guidance-star-tracker-dropout,manual-guidance-star-tracker-dropout;manual-attitude-reaction-wheel-saturation;manual-thermal-overtemperature,manual-guidance-star-tracker-dropout,True,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,21.271565400005784,5.911848857298734,95,398,"The guidance telemetry indicates a loss of valid star-tracker solution, low tracked-star count, and repeated invalid attitude solutions, which are consistent with a star tracker dropout. The retrieved evidence directly supports this diagnosis and recommends running a read-only diagnostic."
karzoun_x_full,transmitter_power_anomaly-clean-seed-4401,4401,clean,transmitter_power_anomaly,True,transmitter_power_anomaly,True,increase_logging,increase_logging,True,True,manual-communications-transmitter-power,manual-communications-transmitter-power;manual-thermal-overtemperature;manual-power-battery-undervoltage,manual-communications-transmitter-power,True,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,20.213586800004123,5.726622113990544,86,394,"The communications telemetry indicates degraded link power margin with low RF output power and high reflected power, which aligns with the evidence document on transmitter power anomaly. The recommended action is to increase logging for further diagnostic analysis."
karzoun_x_full,sensor_stuck_value-clean-seed-4401,4401,clean,sensor_stuck_value,True,sensor_stuck_value,True,collect_more_telemetry,collect_more_telemetry,True,True,manual-instrument-sensor-stuck,manual-instrument-sensor-stuck;manual-thermal-overtemperature;manual-communications-transmitter-power,manual-instrument-sensor-stuck,True,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,24.30174110000371,5.551107686880659,106,395,"The telemetry indicates a sensor value that is repeated with zero variance, and a redundant sensor delta of 3.71, which suggests a potential sensor stuck value. The retrieved evidence 'manual-instrument-sensor-stuck' directly supports this diagnosis and recommends collecting more telemetry as the next step."
karzoun_x_full,battery_undervoltage-distractor-seed-4401,4401,distractor,battery_undervoltage,True,battery_undervoltage,True,request_subsystem_status,request_subsystem_status,True,True,manual-power-battery-undervoltage,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,manual-power-battery-undervoltage,True,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,23.02619489999779,5.511751504145737,98,406,"The battery bus voltage is 22.49 V with a state of charge of 19.2%, which is below nominal. The retrieved evidence directly supports the battery undervoltage condition and recommends requesting subsystem status as the next step."
karzoun_x_full,thermal_overtemperature-distractor-seed-4401,4401,distractor,thermal_overtemperature,True,thermal_overtemperature,True,collect_more_telemetry,collect_more_telemetry,True,True,manual-thermal-overtemperature,manual-thermal-overtemperature;manual-instrument-sensor-stuck;manual-power-battery-undervoltage,manual-thermal-overtemperature,True,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,24.4962005999987,5.6043282019135665,108,402,"The thermal telemetry indicates elevated component temperature (87.5 C) with a rising trend (1.54 C/min) and decreasing thermal margin, which aligns with the symptoms described in the thermal overtemperature manual. The preferred next step is to collect more telemetry to confirm the trend and assess the situation further."
karzoun_x_full,reaction_wheel_saturation-distractor-seed-4401,4401,distractor,reaction_wheel_saturation,True,reaction_wheel_saturation,True,request_subsystem_status,request_subsystem_status,True,True,manual-attitude-reaction-wheel-saturation,manual-attitude-reaction-wheel-saturation;manual-communications-transmitter-power;manual-instrument-sensor-stuck,manual-attitude-reaction-wheel-saturation,True,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,20.35560009999608,5.684013526894703,86,399,"The telemetry indicates high reaction wheel speed with persistent commanded torque, which aligns with the definition of reaction wheel saturation. The retrieved evidence explicitly recommends requesting subsystem status as the preferred next step."
karzoun_x_full,star_tracker_dropout-distractor-seed-4401,4401,distractor,star_tracker_dropout,True,star_tracker_dropout,True,run_read_only_diagnostic,run_read_only_diagnostic,True,True,manual-guidance-star-tracker-dropout,manual-guidance-star-tracker-dropout;manual-power-battery-undervoltage;manual-instrument-sensor-stuck,manual-guidance-star-tracker-dropout,True,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,19.70097999999416,5.4684449957498416,79,417,The guidance telemetry indicates a star tracker dropout with invalid attitude solutions and no tracked stars. The retrieved evidence directly supports this diagnosis and recommends running a read-only diagnostic.
karzoun_x_full,transmitter_power_anomaly-distractor-seed-4401,4401,distractor,transmitter_power_anomaly,True,transmitter_power_anomaly,True,increase_logging,increase_logging,True,True,manual-communications-transmitter-power,manual-communications-transmitter-power;manual-thermal-overtemperature;manual-power-battery-undervoltage,manual-communications-transmitter-power,True,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,20.6762577000045,5.566893606047252,86,403,"The communications telemetry indicates degraded link power margin with RF output power and reflected power measurements, which aligns with the evidence document on communications transmitter power anomaly. The recommended action is to increase logging for further diagnostic analysis."
karzoun_x_full,sensor_stuck_value-distractor-seed-4401,4401,distractor,sensor_stuck_value,True,sensor_stuck_value,True,collect_more_telemetry,collect_more_telemetry,True,True,manual-instrument-sensor-stuck,manual-instrument-sensor-stuck;manual-attitude-reaction-wheel-saturation;manual-power-battery-undervoltage,manual-instrument-sensor-stuck,True,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,22.95639740000479,5.458942282096751,97,415,"The telemetry indicates a sensor value that is repeated with zero variance, and a redundant sensor delta of 3.21, which suggests a potential sensor stuck value. The retrieved evidence directly supports this diagnosis and recommends collecting more telemetry as the next step."
karzoun_x_full,battery_undervoltage-partial-seed-4401,4401,partial,battery_undervoltage,True,battery_undervoltage,True,request_subsystem_status,request_subsystem_status,True,True,manual-power-battery-undervoltage,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,manual-power-battery-undervoltage,True,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,22.166499800005113,5.363560711175144,91,388,"The battery bus voltage is below nominal with reduced state of charge, which aligns with the battery undervoltage condition described in the retrieved evidence. The recommended next step is to request subsystem status to confirm the condition."
karzoun_x_full,thermal_overtemperature-partial-seed-4401,4401,partial,thermal_overtemperature,True,thermal_overtemperature,True,collect_more_telemetry,collect_more_telemetry,True,True,manual-thermal-overtemperature,manual-thermal-overtemperature;manual-communications-transmitter-power;manual-instrument-sensor-stuck,manual-thermal-overtemperature,True,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,21.471154099999694,5.207998259915875,85,375,"The telemetry indicates elevated component temperature and a decreasing thermal margin, which aligns with the symptoms described in the thermal overtemperature manual. The recommended next step is to collect more telemetry to analyze the temperature trend."
karzoun_x_full,reaction_wheel_saturation-partial-seed-4401,4401,partial,reaction_wheel_saturation,True,reaction_wheel_saturation,True,request_subsystem_status,request_subsystem_status,True,True,manual-attitude-reaction-wheel-saturation,manual-attitude-reaction-wheel-saturation;manual-communications-transmitter-power;manual-guidance-star-tracker-dropout,manual-attitude-reaction-wheel-saturation,True,True,,True,,stop,False,allow,True,Low-risk diagnostic action allowed by policy.,True,23.53915060000145,5.419852426725238,99,392,"The telemetry indicates high reaction wheel speed and momentum reserve low, which aligns with the symptoms described in the manual-attitude-reaction-wheel-saturation document. The preferred next step is to request subsystem status to confirm the condition before recovery actions."
